Radius(in miles),Latitude,Longitude
10.00,41.863425,-71.585026
10.00,41.572307,-71.573610
10.00,41.323205,-71.666992
5.00,41.170384,-71.568117
5.00,41.407716,-71.456666
5.00,41.733405,-71.392121
5.00,41.651353,-71.306974
5.00,41.515778,-71.335816
5.00,41.607215,-71.225949
5.00,41.501378,-71.212220
5.00,41.713930,-71.694460
5.00,41.941106,-71.477265
