Radius(in miles),Latitude,Longitude
25.00,41.677037,-73.026967
25.00,41.660601,-72.274418
10.00,41.298437,-72.664432
10.00,41.240640,-72.990841
10.00,41.329320,-73.342444
5.00,41.158993,-73.224314
5.00,41.164173,-73.403995
5.00,41.109365,-73.531709
5.00,41.047250,-73.589386
5.00,41.274194,-72.394516
5.00,41.377839,-71.933198
5.00,41.477718,-71.881013
5.00,41.954380,-71.890624
5.00,41.959493,-72.633578
5.00,41.972766,-73.394382
