Radius(in miles),Latitude,Longitude
50.00,38.132733,-81.447240
50.00,39.027719,-80.333748
10.00,39.172659,-79.228764
10.00,39.325799,-78.987064
10.00,39.436219,-78.767341
10.00,39.330049,-77.910404
10.00,39.512532,-78.157604
10.00,39.189691,-78.635502
10.00,39.044775,-78.899176
10.00,38.886757,-79.234257
10.00,38.612578,-79.366093
10.00,38.972224,-81.464481
10.00,39.215242,-81.393073
10.00,38.826861,-81.997316
10.00,38.277004,-82.414370
10.00,38.199339,-80.399666
10.00,38.264063,-80.047245
10.00,37.922534,-80.437260
10.00,38.056742,-80.179081
10.00,37.657728,-80.525147
10.00,37.548933,-80.755863
10.00,37.435612,-81.057987
10.00,37.372340,-81.667299
5.00,39.202458,-81.615543
5.00,39.071442,-81.668459
5.00,38.888895,-81.719484
5.00,39.736762,-80.760927
5.00,39.787434,-80.585146
5.00,39.869696,-80.716982
5.00,39.993956,-80.629091
5.00,40.126396,-80.604372
5.00,40.549287,-80.576906
5.00,40.407222,-80.563173
5.00,40.273239,-80.576906
5.00,39.897094,-80.596132
5.00,39.650112,-79.818850
5.00,39.667028,-79.568911
5.00,39.478609,-79.560670
5.00,39.584524,-79.665041
5.00,39.037320,-79.370942
5.00,39.353414,-78.464785
5.00,39.459524,-78.470279
5.00,38.396568,-79.836488
